"Date","Price","Open","High","Low","Vol.","Change %"
"16-02-2022","380.15","371.60","384.00","363.25","1.25M","2.30%"
"15-02-2022","371.60","358.00","376.15","351.10","1.21M","2.48%"
"14-02-2022","362.60","368.45","372.40","352.00","1.64M","-1.59%"
"11-02-2022","368.45","384.80","384.80","365.00","1.04M","-4.14%"
"10-02-2022","384.35","364.65","390.00","357.00","2.46M","5.40%"
"09-02-2022","364.65","362.00","368.30","355.60","2.37M","1.32%"
"08-02-2022","359.90","352.25","369.50","349.65","1.81M","2.98%"
"07-02-2022","349.50","357.00","359.80","347.70","1.99M","-2.58%"
"04-02-2022","358.75","368.00","368.00","356.50","314.30K","-1.28%"
"03-02-2022","363.40","366.30","369.30","361.50","330.11K","-0.11%"
"02-02-2022","363.80","368.45","368.70","362.50","578.34K","-0.05%"
"01-02-2022","364.00","370.00","373.75","362.60","508.89K","-0.94%"
"31-01-2022","367.45","370.00","371.70","362.55","654.85K","-0.57%"
"28-01-2022","369.55","375.45","378.95","368.25","818.26K","-1.39%"
"27-01-2022","374.75","377.00","379.70","362.10","972.45K","1.42%"
"25-01-2022","369.50","360.00","388.00","345.20","2.90M","0.98%"
"24-01-2022","365.90","370.20","376.45","357.00","1.52M","-2.26%"
"21-01-2022","374.35","380.00","381.00","372.15","4.23M","-2.88%"
"20-01-2022","385.45","382.15","389.90","382.00","1.60M","0.19%"
"19-01-2022","384.70","393.20","393.20","377.30","2.56M","-1.60%"
"18-01-2022","390.95","396.00","399.70","390.00","363.54K","-0.77%"
"17-01-2022","394.00","396.55","400.95","393.00","361.41K","-0.64%"
"14-01-2022","396.55","403.90","404.70","394.00","587.92K","-2.06%"
"13-01-2022","404.90","405.70","413.65","404.00","1.05M","0.45%"
"12-01-2022","403.10","393.90","405.85","392.65","620.15K","3.15%"
"11-01-2022","390.80","399.00","402.85","390.00","762.63K","-2.02%"
"10-01-2022","398.85","403.00","409.40","396.10","702.82K","-0.82%"
"07-01-2022","402.15","407.50","412.00","394.25","1.05M","-1.78%"
"06-01-2022","409.45","408.10","416.30","407.25","829.94K","0.34%"
"05-01-2022","408.05","425.50","432.00","405.75","1.27M","-4.83%"
"04-01-2022","428.75","434.60","442.75","424.00","809.36K","-1.35%"
"03-01-2022","434.60","449.40","449.85","431.55","1.25M","-1.87%"
"31-12-2021","442.90","431.50","458.05","423.50","1.52M","2.99%"
"30-12-2021","430.05","426.00","433.45","420.35","1.04M","1.25%"
"29-12-2021","424.75","417.40","427.00","413.00","865.01K","2.34%"
"28-12-2021","415.05","428.65","430.85","411.05","1.53M","-2.36%"
"27-12-2021","425.10","415.00","426.40","415.00","1.27M","2.73%"
"24-12-2021","413.80","410.00","417.95","405.15","1.47M","1.58%"
"23-12-2021","407.35","404.70","415.40","399.00","2.45M","1.88%"
"22-12-2021","399.85","399.00","406.50","394.45","757.15K","0.68%"
"21-12-2021","397.15","394.00","410.00","392.40","3.63M","2.42%"
"20-12-2021","387.75","391.00","394.90","381.80","988.18K","-1.08%"
"17-12-2021","392.00","397.45","403.75","389.25","2.21M","-0.18%"
"16-12-2021","392.70","388.95","396.95","388.10","1.63M","1.74%"
"15-12-2021","386.00","384.40","394.40","380.00","663.74K","0.95%"
"14-12-2021","382.35","401.20","409.75","378.60","1.46M","-4.27%"
"13-12-2021","399.40","381.95","401.50","381.60","1.94M","4.68%"
"10-12-2021","381.55","378.85","387.50","378.40","813.46K","0.83%"
"09-12-2021","378.40","369.50","384.70","368.85","1.10M","2.70%"
"08-12-2021","368.45","365.00","371.00","363.10","326.14K","1.67%"
"07-12-2021","362.40","372.00","375.00","358.00","1.09M","-3.14%"
"06-12-2021","374.15","380.00","392.80","367.45","611.37K","-1.21%"
"03-12-2021","378.75","376.45","379.00","374.50","674.92K","0.96%"
"02-12-2021","375.15","378.00","380.80","372.00","555.84K","-0.21%"
"01-12-2021","375.95","382.00","382.00","371.95","442.55K","-1.12%"
"30-11-2021","380.20","376.65","385.50","339.70","1.06M","1.86%"
"29-11-2021","373.25","377.00","381.45","370.00","898.32K","0.40%"
"26-11-2021","371.75","365.00","377.00","361.30","1.31M","1.86%"
"25-11-2021","364.95","357.20","371.00","356.00","1.54M","2.17%"
"24-11-2021","357.20","342.60","362.00","341.55","924.31K","3.73%"
"23-11-2021","344.35","337.20","347.90","335.35","394.77K","0.53%"
"22-11-2021","342.55","360.00","360.00","336.80","477.27K","-4.16%"
"18-11-2021","357.40","371.50","371.50","348.15","1.26M","-2.80%"
"17-11-2021","367.70","364.50","377.00","360.55","1.48M","0.75%"
"16-11-2021","364.95","363.50","371.60","360.60","1.04M","0.37%"
"15-11-2021","363.60","347.50","375.85","336.40","2.98M","5.87%"
"12-11-2021","343.45","339.90","346.90","332.60","3.95M","1.99%"
"11-11-2021","336.75","339.00","343.00","332.10","398.53K","-0.18%"
"10-11-2021","337.35","337.80","343.55","336.35","1.31M","-0.25%"
"09-11-2021","338.20","340.00","341.45","336.75","2.85M","-0.35%"
"08-11-2021","339.40","347.65","347.65","338.00","293.13K","-1.84%"
"04-11-2021","345.75","344.95","347.00","343.40","81.54K","0.93%"
"03-11-2021","342.55","344.50","345.10","340.35","281.33K","-0.01%"
"02-11-2021","342.60","347.65","347.65","339.60","869.66K","-0.06%"
"01-11-2021","342.80","333.00","343.35","330.00","388.60K","3.46%"
"29-10-2021","331.35","332.00","334.90","328.10","355.76K","-1.18%"
"28-10-2021","335.30","337.85","339.40","328.55","303.40K","-1.05%"
"27-10-2021","338.85","346.40","347.35","336.90","155.42K","-1.31%"
"26-10-2021","343.35","336.00","346.75","323.80","382.92K","2.81%"
"25-10-2021","333.95","327.50","336.35","321.85","549.25K","0.36%"
"22-10-2021","332.75","345.95","349.00","330.25","743.27K","-3.41%"
"21-10-2021","344.50","349.75","349.75","334.00","415.48K","0.58%"
"20-10-2021","342.50","335.80","346.50","332.00","484.86K","2.00%"
"19-10-2021","335.80","345.05","346.35","332.55","1.04M","-2.92%"
"18-10-2021","345.90","354.40","355.40","343.30","1.21M","-1.30%"
"14-10-2021","350.45","332.40","352.50","325.50","1.36M","5.43%"
"13-10-2021","332.40","335.70","343.40","330.20","973.49K","-0.98%"
"12-10-2021","335.70","349.30","351.70","329.00","1.70M","-3.63%"
"11-10-2021","348.35","349.95","355.45","345.55","1.13M","-0.46%"
"08-10-2021","349.95","352.00","354.75","347.00","755.73K","-0.17%"
"07-10-2021","350.55","346.00","354.00","345.40","923.71K","0.89%"
"06-10-2021","347.45","355.00","355.55","341.05","4.13M","-1.45%"
"05-10-2021","352.55","355.30","358.95","351.90","2.08M","-0.13%"
"04-10-2021","353.00","359.90","360.50","350.25","4.53M","-1.59%"
"01-10-2021","358.70","359.40","368.50","357.20","1.11M","-0.24%"
"30-09-2021","359.55","361.90","363.70","357.70","1.45M","1.27%"
"29-09-2021","355.05","354.00","357.00","345.85","96.10M","-3.96%"
"28-09-2021","369.70","362.40","374.00","354.50","983.23K","2.99%"
"27-09-2021","358.95","366.10","366.65","354.00","471.88K","-1.64%"
"24-09-2021","364.95","373.75","376.85","361.00","519.02K","-1.78%"
"23-09-2021","371.55","375.45","379.90","369.00","378.05K","-0.09%"
"22-09-2021","371.90","365.45","375.00","365.40","808.43K","1.76%"
"21-09-2021","365.45","373.25","375.00","354.05","1.38M","-2.09%"
"20-09-2021","373.25","378.95","384.95","369.65","580.57K","-1.58%"
"17-09-2021","379.25","398.90","399.50","355.70","13.75M","-4.63%"
"16-09-2021","397.65","394.10","402.60","375.00","2.69M","1.03%"
"15-09-2021","393.60","400.00","401.00","389.10","1.14M","-0.88%"
"14-09-2021","397.10","389.90","402.50","383.65","2.03M","2.73%"
"13-09-2021","386.55","383.70","394.80","383.70","1.70M","1.32%"
"09-09-2021","381.50","386.90","390.35","378.00","1.04M","-0.90%"
"08-09-2021","384.95","382.00","386.60","377.80","578.22K","1.61%"
"07-09-2021","378.85","382.40","391.20","376.50","1.32M","-0.55%"
"06-09-2021","380.95","383.00","387.00","375.00","900.49K","0.20%"
"03-09-2021","380.20","371.35","383.95","368.00","1.23M","2.98%"
"02-09-2021","369.20","377.70","377.70","366.50","1.52M","-1.80%"
"01-09-2021","375.95","390.90","395.85","368.50","1.98M","-2.48%"
"31-08-2021","385.50","360.45","398.85","351.35","4.41M","6.79%"
"30-08-2021","361.00","337.00","366.40","337.00","2.60M","7.73%"
"27-08-2021","335.10","335.00","339.40","332.95","1.11M","0.54%"
"26-08-2021","333.30","326.30","337.25","324.30","2.18M","2.65%"
"25-08-2021","324.70","327.00","327.65","319.70","946.73K","-0.18%"
"24-08-2021","325.30","331.55","337.50","320.60","2.34M","-1.27%"
"23-08-2021","329.50","334.00","338.00","325.20","2.31M","-0.05%"
"20-08-2021","329.65","335.95","345.00","325.60","2.60M","-3.93%"
"18-08-2021","343.15","342.00","354.00","333.45","3.32M","-0.10%"
"17-08-2021","343.50","322.50","347.40","321.85","6.10M","6.73%"
"16-08-2021","321.85","319.30","328.90","316.75","1.28M","0.97%"
"13-08-2021","318.75","329.95","329.95","316.25","2.18M","-3.28%"
"12-08-2021","329.55","303.15","333.05","301.45","9.48M","9.63%"
"11-08-2021","300.60","303.65","307.00","291.30","3.66M","-1.00%"
"10-08-2021","303.65","289.50","309.80","285.10","7.47M","5.54%"
"09-08-2021","287.70","279.95","289.00","279.90","1.16M","3.38%"
"06-08-2021","278.30","280.00","280.85","272.80","2.16M","-0.04%"
"05-08-2021","278.40","285.00","286.00","277.00","1.19M","-0.84%"
"04-08-2021","280.75","288.35","291.40","275.25","1.23M","-1.78%"
"03-08-2021","285.85","296.00","296.55","284.35","843.60K","-2.92%"
"02-08-2021","294.45","302.00","305.90","293.35","1.29M","-0.67%"
"30-07-2021","296.45","278.00","301.20","276.25","3.15M","7.33%"
"29-07-2021","276.20","274.65","279.55","274.65","670.10K","0.62%"
"28-07-2021","274.50","278.35","278.35","273.35","1.15M","-0.60%"
"27-07-2021","276.15","277.75","284.10","275.00","958.22K","0.11%"
"26-07-2021","275.85","279.95","280.00","273.50","827.28K","-0.99%"
"23-07-2021","278.60","280.50","280.50","273.55","971.96K","-0.32%"
"22-07-2021","279.50","263.50","280.00","263.00","2.18M","7.73%"
"20-07-2021","259.45","269.20","271.15","256.95","576.63K","-2.83%"
"19-07-2021","267.00","267.20","271.85","266.25","324.19K","-0.67%"
"16-07-2021","268.80","267.00","271.00","266.75","392.62K","0.94%"
"15-07-2021","266.30","269.00","273.35","264.95","644.83K","-0.80%"
"14-07-2021","268.45","269.35","278.80","267.10","1.47M","-0.65%"
"13-07-2021","270.20","277.75","278.20","267.15","994.80K","-1.87%"
"12-07-2021","275.35","282.45","282.80","273.80","747.56K","-1.98%"
"09-07-2021","280.90","283.80","286.35","280.00","493.58K","-1.46%"
"08-07-2021","285.05","285.00","289.70","284.00","1.55M","0.37%"
"07-07-2021","284.00","282.40","285.00","280.50","433.95K","0.39%"
"06-07-2021","282.90","284.00","284.95","280.00","1.09M","0.12%"
"05-07-2021","282.55","278.20","284.15","277.20","1.16M","0.95%"
"02-07-2021","279.90","264.00","284.40","264.00","3.99M","6.10%"
"01-07-2021","263.80","254.95","268.80","252.35","2.85M","3.65%"
"30-06-2021","254.50","255.40","259.50","250.60","834.96K","0.35%"
"29-06-2021","253.60","256.80","257.50","252.75","493.69K","-0.72%"
"28-06-2021","255.45","259.10","263.00","252.20","1.08M","-0.35%"
"25-06-2021","256.35","259.20","261.05","254.00","898.06K","-0.21%"
"24-06-2021","256.90","262.50","265.00","255.20","1.21M","-1.29%"
"23-06-2021","260.25","249.60","264.60","248.00","2.30M","4.27%"
"22-06-2021","249.60","247.00","251.70","247.00","558.90K","1.30%"
"21-06-2021","246.40","247.25","248.30","236.00","1.02M","-1.62%"
"18-06-2021","250.45","250.00","251.95","240.20","1.08M","0.52%"
"17-06-2021","249.15","252.00","254.70","245.50","731.35K","-1.68%"
"16-06-2021","253.40","250.20","254.95","248.10","889.69K","0.72%"
"15-06-2021","251.60","253.20","255.80","248.50","872.12K","-1.04%"
"14-06-2021","254.25","253.00","258.00","245.05","1.45M","-0.43%"
"11-06-2021","255.35","258.35","259.15","251.45","1.21M","-0.37%"
"10-06-2021","256.30","250.55","258.00","250.30","3.13M","3.91%"
"09-06-2021","246.65","246.00","252.00","239.05","1.90M","0.63%"
"08-06-2021","245.10","243.00","249.50","235.05","2.77M","0.39%"
"07-06-2021","244.15","248.10","249.00","240.00","1.32M","-0.69%"
"04-06-2021","245.85","246.80","254.00","243.00","4.97M","0.39%"
"03-06-2021","244.90","230.35","248.40","229.50","9.15M","6.71%"
"02-06-2021","229.50","231.60","236.85","228.10","2.84M","-0.37%"
"01-06-2021","230.35","224.00","232.20","222.65","3.65M","3.57%"
"31-05-2021","222.40","225.05","226.90","218.25","1.88M","-0.96%"
"28-05-2021","224.55","230.95","233.50","222.35","1.96M","-3.04%"
"27-05-2021","231.60","232.00","237.90","226.75","7.40M","0.13%"
"26-05-2021","231.30","234.85","235.70","230.30","1.35M","-0.90%"
"25-05-2021","233.40","235.00","237.90","232.00","3.36M","-0.49%"
"24-05-2021","234.55","228.00","235.85","227.20","7.24M","3.21%"
"21-05-2021","227.25","227.00","234.00","224.80","24.27M","0.96%"
"20-05-2021","225.10","227.00","228.70","223.00","4.87M","-0.38%"
"19-05-2021","225.95","222.70","229.40","222.00","2.66M","1.48%"
"18-05-2021","222.65","219.50","225.10","215.35","3.95M","1.78%"
"17-05-2021","218.75","222.00","222.55","214.50","1.02M","-0.61%"
"14-05-2021","220.10","224.75","226.00","215.50","2.18M","-1.52%"
"12-05-2021","223.50","236.00","237.40","221.25","3.81M","-4.55%"
"11-05-2021","234.15","231.00","236.80","229.60","1.97M","1.14%"
"10-05-2021","231.50","228.95","241.30","228.05","10.39M","1.83%"
"07-05-2021","227.35","230.30","232.95","226.00","5.19M","-0.57%"
"06-05-2021","228.65","230.00","231.70","226.35","7.98M","-0.50%"
"05-05-2021","229.80","227.95","239.50","224.55","6.71M","0.81%"
"04-05-2021","227.95","233.00","233.00","226.10","523.85K","-1.23%"
"03-05-2021","230.80","227.70","233.25","227.50","768.19K","1.70%"
"30-04-2021","226.95","222.50","235.00","222.20","724.87K","1.09%"
"29-04-2021","224.50","228.10","229.35","223.50","299.18K","-0.71%"
"28-04-2021","226.10","228.70","230.65","225.05","460.28K","-0.59%"
"27-04-2021","227.45","226.40","229.50","224.85","1.73M","1.20%"
"26-04-2021","224.75","227.90","229.95","224.00","353.97K","0.13%"
"23-04-2021","224.45","228.00","231.00","222.50","1.48M","-0.58%"
"22-04-2021","225.75","236.85","237.90","225.00","1.23M","-4.20%"
"20-04-2021","235.65","237.00","241.95","232.50","4.58M","0.88%"
"19-04-2021","233.60","221.00","237.50","217.05","2.48M","5.20%"
"16-04-2021","222.05","221.10","226.00","220.20","651.80K","0.95%"
"15-04-2021","219.95","221.00","221.35","215.75","999.74K","-0.02%"
"13-04-2021","220.00","220.00","225.35","218.00","507.98K","-0.38%"
"12-04-2021","220.85","216.70","227.00","212.00","1.62M","0.89%"
"09-04-2021","218.90","226.90","226.90","218.00","723.15K","-1.53%"
"08-04-2021","222.30","223.85","230.00","220.35","728.50K","-1.11%"
"07-04-2021","224.80","232.90","235.70","221.50","1.04M","-2.49%"
"06-04-2021","230.55","230.50","239.00","227.00","1.28M","0.83%"
"05-04-2021","228.65","222.40","234.50","213.00","2.65M","4.79%"
"01-04-2021","218.20","204.25","221.00","204.25","930.34K","6.05%"
"31-03-2021","205.75","205.50","207.85","200.10","649.63K","0.32%"
"30-03-2021","205.10","200.70","208.45","198.75","361.97K","3.22%"
"26-03-2021","198.70","201.40","202.75","197.55","2.42M","-0.03%"
"25-03-2021","198.75","204.75","204.80","197.50","535.92K","-2.09%"
"24-03-2021","203.00","203.00","205.35","200.15","461.78K","-0.85%"
"23-03-2021","204.75","203.75","206.15","200.00","2.01M","0.34%"
"22-03-2021","204.05","198.20","204.80","198.20","470.35K","2.31%"
"19-03-2021","199.45","194.00","200.85","181.25","629.02K","0.83%"
"18-03-2021","197.80","202.90","204.40","196.50","758.00K","-1.91%"
"17-03-2021","201.65","206.40","209.00","198.60","737.56K","-2.30%"
"16-03-2021","206.40","204.00","214.40","203.50","1.69M","1.98%"
"15-03-2021","202.40","207.00","207.00","195.25","828.25K","-1.87%"
"12-03-2021","206.25","205.00","209.45","202.50","4.45M","2.33%"
"10-03-2021","201.55","203.00","204.00","198.50","810.08K","1.26%"
"09-03-2021","199.05","198.60","200.35","196.00","2.24M","0.23%"
"08-03-2021","198.60","201.00","205.60","196.80","1.03M","-0.13%"
"05-03-2021","198.85","197.40","200.70","191.30","2.19M","1.77%"
"04-03-2021","195.40","187.10","197.90","186.15","1.08M","2.98%"
"03-03-2021","189.75","191.20","192.15","189.00","829.90K","0.42%"
"02-03-2021","188.95","185.60","193.55","185.10","1.02M","2.27%"
"01-03-2021","184.75","182.95","186.95","180.60","443.43K","1.90%"
"26-02-2021","181.30","181.80","183.40","178.00","627.90K","-0.93%"
"25-02-2021","183.00","185.50","189.90","182.10","954.48K","-0.44%"
"24-02-2021","183.80","184.85","188.70","180.10","483.43K","-0.08%"
"23-02-2021","183.95","188.50","192.75","181.70","1.46M","-2.88%"
"22-02-2021","189.40","208.40","210.85","187.05","1.48M","-8.39%"
"19-02-2021","206.75","204.40","213.40","203.20","887.13K","1.82%"
"18-02-2021","203.05","202.60","210.40","201.35","1.06M","0.92%"
"17-02-2021","201.20","192.45","211.80","189.50","799.28K","5.07%"
"16-02-2021","191.50","195.95","197.60","190.45","343.43K","-1.90%"
"15-02-2021","195.20","199.75","204.00","194.50","1.01M","-1.49%"
"12-02-2021","198.15","194.80","208.00","194.35","1.41M","0.18%"
"11-02-2021","197.80","180.90","202.00","179.95","2.08M","9.92%"
"10-02-2021","179.95","185.00","188.50","177.50","512.28K","-3.15%"
"09-02-2021","185.80","182.55","190.50","180.10","893.61K","2.40%"
"08-02-2021","181.45","183.50","188.00","179.00","1.49M","1.26%"
"05-02-2021","179.20","176.80","182.00","173.05","625.28K","2.11%"
"04-02-2021","175.50","171.80","180.90","171.20","1.12M","2.81%"
"03-02-2021","170.70","174.45","174.50","170.00","315.41K","0.65%"
"02-02-2021","169.60","169.90","179.10","168.60","820.56K","1.41%"
"01-02-2021","167.25","163.45","171.70","163.00","798.45K","3.11%"
"29-01-2021","162.20","163.50","164.15","161.50","164.57K","0.00%"
"28-01-2021","162.20","163.65","164.90","161.30","263.15K","-1.49%"
"27-01-2021","164.65","161.55","165.00","160.15","261.77K","1.48%"
"25-01-2021","162.25","163.10","165.00","158.70","494.92K","-0.25%"
"22-01-2021","162.65","163.40","165.00","160.00","666.83K","-0.55%"
"21-01-2021","163.55","163.95","165.25","162.50","473.53K","0.65%"
"20-01-2021","162.50","166.15","167.50","161.90","292.99K","-1.93%"
"19-01-2021","165.70","166.35","170.00","164.80","547.76K","0.82%"
"18-01-2021","164.35","160.00","167.80","158.50","657.06K","2.75%"
"15-01-2021","159.95","162.25","165.55","157.95","903.41K","-0.81%"
"14-01-2021","161.25","159.65","163.90","159.65","335.53K","1.00%"
"13-01-2021","159.65","164.55","167.45","155.00","613.69K","-2.35%"
"12-01-2021","163.50","159.85","164.95","158.50","714.56K","2.28%"
"11-01-2021","159.85","155.05","161.90","155.05","808.88K","3.60%"
"08-01-2021","154.30","157.80","158.45","153.05","841.61K","-1.22%"
"07-01-2021","156.20","144.50","158.10","143.50","2.04M","8.74%"
"06-01-2021","143.65","142.00","144.90","141.20","331.19K","1.34%"
"05-01-2021","141.75","140.25","143.90","140.00","180.43K","0.00%"
"04-01-2021","141.75","145.80","145.80","141.10","224.09K","-0.53%"
"01-01-2021","142.50","140.25","144.50","140.25","281.97K","1.68%"
"31-12-2020","140.15","140.50","143.90","139.65","589.48K","-0.25%"
"30-12-2020","140.50","141.60","142.40","140.05","152.40K","-0.32%"
"29-12-2020","140.95","144.80","144.85","140.10","221.82K","-1.91%"
"28-12-2020","143.70","142.85","146.00","142.10","394.53K","1.63%"
"24-12-2020","141.40","142.80","144.40","141.00","246.10K","-0.11%"
"23-12-2020","141.55","138.00","147.30","136.95","1.12M","3.93%"
"22-12-2020","136.20","135.00","138.40","131.10","843.51K","4.53%"
"21-12-2020","130.30","140.00","140.95","128.50","459.69K","-7.09%"
"18-12-2020","140.25","139.80","142.00","135.55","312.31K","0.75%"
"17-12-2020","139.20","139.90","142.60","138.55","293.57K","0.25%"
"16-12-2020","138.85","138.40","140.60","138.00","422.88K","1.06%"
"15-12-2020","137.40","139.65","139.65","135.00","359.97K","-1.08%"
"14-12-2020","138.90","141.95","142.25","137.20","338.61K","-1.31%"
"11-12-2020","140.75","142.00","149.00","140.00","337.23K","-0.14%"
"10-12-2020","140.95","139.80","143.65","138.85","458.17K","1.18%"
"09-12-2020","139.30","143.00","146.25","138.00","505.52K","-2.00%"
"08-12-2020","142.15","150.05","150.70","138.50","958.73K","-4.40%"
"07-12-2020","148.70","142.90","151.90","142.00","2.29M","6.67%"
"04-12-2020","139.40","128.50","141.00","128.50","1.59M","8.78%"
"03-12-2020","128.15","129.35","130.25","127.60","311.16K","0.16%"
"02-12-2020","127.95","128.90","130.90","126.00","564.40K","0.43%"
"01-12-2020","127.40","128.00","130.60","126.50","467.66K","0.28%"
"27-11-2020","127.05","125.00","127.90","124.25","292.05K","2.38%"
"26-11-2020","124.10","124.55","126.20","123.75","183.02K","-0.20%"
"25-11-2020","124.35","127.70","127.70","123.00","341.36K","-1.03%"
"24-11-2020","125.65","127.70","129.00","125.00","464.98K","-0.51%"
"23-11-2020","126.30","124.40","129.20","122.10","740.62K","1.94%"
"20-11-2020","123.90","121.55","124.95","120.60","526.95K","2.35%"
"19-11-2020","121.05","118.10","125.00","118.10","828.51K","0.92%"
"18-11-2020","119.95","121.50","122.40","119.55","272.34K","-1.44%"
"17-11-2020","121.70","122.25","124.60","120.80","650.72K","-0.41%"
"13-11-2020","122.20","117.90","124.80","116.90","987.88K","3.43%"
"12-11-2020","118.15","120.00","120.00","97.15","568.37K","-2.52%"
"11-11-2020","121.20","115.35","123.00","115.10","1.57M","5.16%"
"10-11-2020","115.25","119.25","121.00","114.50","442.92K","-3.96%"
"09-11-2020","120.00","115.70","122.70","115.55","1.57M","4.80%"
"06-11-2020","114.50","114.20","115.55","112.40","239.90K","-0.04%"
"05-11-2020","114.55","115.05","116.80","113.00","1.09M","1.19%"
"04-11-2020","113.20","107.80","114.25","107.50","755.69K","5.01%"
"03-11-2020","107.80","108.05","108.05","107.15","123.40K","0.61%"
"02-11-2020","107.15","106.50","110.00","106.25","171.59K","0.56%"
"30-10-2020","106.55","105.00","110.90","104.10","383.82K","2.80%"
"29-10-2020","103.65","104.10","105.10","102.35","173.70K","-0.86%"
"28-10-2020","104.55","106.25","106.65","104.00","152.27K","-1.41%"
"27-10-2020","106.05","106.40","107.40","104.65","294.75K","0.81%"
"26-10-2020","105.20","105.05","106.60","104.00","240.89K","-0.09%"
"23-10-2020","105.30","106.45","106.50","104.80","244.63K","-0.33%"
"22-10-2020","105.65","106.55","107.00","104.40","265.31K","-0.52%"
"21-10-2020","106.20","106.75","108.10","105.80","157.75K","-0.70%"
"20-10-2020","106.95","108.80","108.90","106.55","156.58K","-1.52%"
"19-10-2020","108.60","108.70","109.80","107.00","216.81K","0.46%"
"16-10-2020","108.10","107.50","109.15","106.60","170.24K","0.89%"
"15-10-2020","107.15","110.00","114.50","106.30","479.09K","-2.55%"
"14-10-2020","109.95","113.60","113.60","109.50","305.69K","-2.40%"
"13-10-2020","112.65","109.60","113.40","108.80","547.10K","3.78%"
"12-10-2020","108.55","111.25","112.80","107.60","415.41K","-1.94%"
"09-10-2020","110.70","113.15","113.60","109.55","545.29K","-1.73%"
"08-10-2020","112.65","115.45","115.90","112.10","550.75K","-1.44%"
"07-10-2020","114.30","115.75","115.75","111.95","407.97K","-1.08%"
"06-10-2020","115.55","114.15","117.30","114.10","440.12K","1.36%"
"05-10-2020","114.00","116.05","117.65","113.60","319.24K","-1.64%"
"01-10-2020","115.90","116.70","119.10","114.35","1.66M","0.48%"
"30-09-2020","115.35","113.00","117.90","112.75","1.29M","1.67%"
"29-09-2020","113.45","117.00","117.50","111.75","1.30M","-2.66%"
"28-09-2020","116.55","111.55","119.50","111.35","5.29M","6.05%"
"25-09-2020","109.90","110.10","112.00","109.25","473.90K","1.06%"
"24-09-2020","108.75","110.00","112.95","108.00","389.95K","-1.98%"
"23-09-2020","110.95","110.90","115.90","108.55","1.23M","1.74%"
"22-09-2020","109.05","110.95","112.40","107.00","574.75K","-1.67%"
"21-09-2020","110.90","117.95","119.30","107.85","1.76M","-5.09%"
"18-09-2020","116.85","118.60","120.90","115.25","1.11M","-0.72%"
"17-09-2020","117.70","120.00","121.35","116.10","617.66K","-2.49%"
"16-09-2020","120.70","119.90","122.00","116.90","749.71K","1.64%"
"15-09-2020","118.75","122.00","125.40","117.30","1.26M","-1.78%"
"14-09-2020","120.90","127.00","129.35","120.15","3.50M","-8.10%"
"11-09-2020","131.55","120.45","133.95","120.30","11.03M","17.77%"
"10-09-2020","111.70","113.25","115.95","111.00","731.28K","0.22%"
"09-09-2020","111.45","106.00","114.95","105.60","798.34K","1.32%"
"08-09-2020","110.00","114.60","116.25","107.45","845.61K","-2.96%"
"07-09-2020","113.35","115.65","118.70","112.65","740.17K","-1.65%"
"04-09-2020","115.25","107.00","120.90","105.30","1.51M","3.13%"
"03-09-2020","111.75","107.00","111.75","103.10","849.55K","4.98%"
"02-09-2020","106.45","101.10","110.00","101.10","181.68K","0.71%"
"01-09-2020","105.70","101.10","110.50","101.10","803.35K","-0.66%"
"31-08-2020","106.40","107.20","107.30","106.40","519.75K","-4.96%"
"28-08-2020","111.95","111.95","117.00","111.95","820.10K","-4.97%"
"27-08-2020","117.80","123.00","123.00","117.80","771.81K","-5.00%"
"26-08-2020","124.00","129.30","129.30","117.00","3.24M","0.69%"
"25-08-2020","123.15","123.15","123.15","123.15","45.33K","4.99%"
"24-08-2020","117.30","117.30","117.30","117.30","56.26K","4.97%"
